External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__KYCDate__c,FinServ__KYCStatus__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__LifetimeValue__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NextReview__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RelationshipStartDate__c,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
BACKFILL-001am000026ZhLmAAK,ACCT-74978012,,,,Address,41.3031,-95.9086,,,,,442,53,3A4,,568,1253,68,66,Low-Medium,(886) 985-0168,,,,,,,Relational,,,,,2026-04-30,Overdue,,,,,,,2026-11-23,,,2026-04-20,,,Onboarding,,,,,,Investment Grade,BBB,460723451,,18338410,,611110,50,,,,,,,,,,,,,,,,,,,,,Hot,,Omaha,United States,Address,41.2828,-95.9309,68114,NE,245 Willow Way,8211,Elementary & Secondary Schools,https://cumulus-95f13a.example.com,,
BACKFILL-001am000026ZkI2AAK,ACCT-42824451,,,,Address,29.7468,-95.3701,,,,,482,77,2A2,,669,1158,68,70,Low-Medium,(478) 248-7544,,,,,,,Relational,,,,,2026-05-13,Overdue,,,2025-10-21,,,,2026-08-25,,,2026-04-20,,,Onboarding,,,,,,Investment Grade,A,123898349,,69847523,,531210,451,,,,,,,,,,,,,,,,,,,,,Warm,,Houston,United States,Address,29.7762,-95.3777,77033,TX,102 Oak Blvd,6531,Real Estate Agents & Managers,https://cumulus-21d02d.example.com,,
BACKFILL-001am000026ZldvAAC,ACCT-89270408,,,,Address,37.3112,-121.871,,,,,437,60,2A4,,625,1266,61,64,Low-Medium,(687) 484-8142,,,,,,,Relational,,,,,2026-05-01,Overdue,,,2025-06-09,,,,2026-11-23,,,2026-04-20,,,Onboarding,,,,,,Investment Grade,BBB,986086787,,83125981,,611110,14,,,,,,,,,,,,,,,,,,,,,Warm,,San Jose,United States,Address,37.3832,-121.8928,90066,CA,102 Sycamore Way,8211,Elementary & Secondary Schools,https://cumulus-7ca114.example.com,,
BACKFILL-001am000026ZtgIAAS,ACCT-31962317,,,,Address,39.2404,-76.6399,,,,https://cust360-photos.example.com/001am000026ZtgIAAS.jpg,,,,,,,,,,(583) 684-1148,Excellent,Email;Text,Text,United States,Poor,574,Relational,1998-03-12,Male,Rent,Experienced,2026-04-20,Overdue,English,1420,,,Davis,0.0,2027-05-27,0,0,2026-04-20,Aggressive,Tier 3,Onboarding,,448536181,Long-Term,,,,,,,,H,,,,,Other,Male,Male,Web,Address,39.2657,-76.6316,Baltimore Hills,United States,Address,39.3287,-76.6114,(608) 555-2135,21231,MD,731 Birch Blvd,he/him,Mr,,Mr,,,,,,,,,,,,C,
BACKFILL-001am000026ZtgJAAS,ACCT-54950348,,,,Address,29.947,-90.0439,,,,https://cust360-photos.example.com/001am000026ZtgJAAS.jpg,,,,,,,,,,(404) 089-4794,Excellent,Email;Text,Email,United States,Poor,501,Relational,2010-08-29,Male,Own,Intermediate,2026-05-10,Overdue,English,3258,,,Gonzalez,34800000.0,2027-05-27,0,0,2026-04-20,Moderate,Tier 3,Onboarding,,634064348,Medium-Term,,,,,,,,G,,,,,Engineering,Male,Male,Partner,Address,29.9004,-90.0862,New Orleans Hills,United States,Address,29.9812,-90.1048,(961) 192-1393,70155,LA,1100 Maple St,he/him,Mr,,Mr,,,,,,,,,,,,C,
BACKFILL-001am000026ZtgKAAS,ACCT-40581144,,,,Address,35.8214,-78.6601,,,,https://cust360-photos.example.com/001am000026ZtgKAAS.jpg,,,,,,,,,,(680) 579-2451,Excellent,Email;Text,Email,United States,Poor,445,Relational,2011-04-25,Male,Rent,Experienced,2026-05-08,Overdue,English,8674,,,Martin,16800000.0,2027-05-27,0,0,2026-04-20,Aggressive,Tier 3,Onboarding,,693713451,Long-Term,,,,,,,,A,,,,,Operations,Male,Male,Referral,Address,35.8194,-78.6537,Raleigh Park,United States,Address,35.7871,-78.6259,(379) 412-1475,28284,NC,2014 Chestnut St,he/him,Mr,,Mr,,,,,,,,,,,,C,
BACKFILL-001am000026ZtgLAAS,ACCT-17273278,,,,Address,43.0576,-87.9522,,,,https://cust360-photos.example.com/001am000026ZtgLAAS.jpg,,,,,,,,,,(648) 864-5323,Excellent,Email;Text,Email,United States,Fair,583,Relational,2011-09-20,Male,Own,Intermediate,2026-05-18,Overdue,English,7563,,,Smith,24400000.0,2027-05-27,0,0,2026-04-20,Moderate,Tier 3,Onboarding,,619783009,Medium-Term,,,,,,,,D,,,,,Sales,Male,Male,Web,Address,43.0027,-87.9089,Milwaukee Park,United States,Address,43.0681,-87.9455,(277) 231-9172,53274,WI,488 Maple Ave,he/him,Mr,,Mr,,,,,,,,,,,,C,
BACKFILL-001am000026ZtgMAAS,ACCT-04666281,,,,Address,36.2083,-115.1037,,,,https://cust360-photos.example.com/001am000026ZtgMAAS.jpg,,,,,,,,,,(859) 525-2649,Poor,Email;Text,Phone,United States,Poor,549,Relational,2006-04-08,Female,Rent,Intermediate,2026-05-04,Overdue,English,0348,,,Moore,15200000.0,2027-05-27,0,0,2026-04-20,Moderate,Tier 3,Onboarding,,470567556,Medium-Term,,,,,,,,D,,,,,Sales,Female,Female,Referral,Address,36.158,-115.1863,Las Vegas Plaza,United States,Address,36.2097,-115.1122,(598) 616-9720,89172,NV,245 Maple Ave,she/her,Mrs,,Mrs,,,,,,,,,,,,C,
BACKFILL-001am000026ZtgNAAS,ACCT-65701690,,,,Address,32.8032,-96.7956,,,,https://cust360-photos.example.com/001am000026ZtgNAAS.jpg,,,,,,,,,,(331) 572-0472,Excellent,Email;Text,Phone,United States,Poor,569,Relational,2024-02-26,Female,Own,Intermediate,2026-05-25,Overdue,English,3103,,,Williams,20695200.0,2027-05-27,0,0,2026-04-20,Moderate,Tier 3,Onboarding,,352696209,Medium-Term,,,,,,,,S,,,,,Finance,Female,Female,Partner,Address,32.8256,-96.7985,Fort Worth,United States,Address,32.7846,-97.2806,(743) 092-9636,77055,TX,1100 Chestnut Ln,she/her,Ms,,Ms,,,,,,,,,,,,C,
BACKFILL-001am000026ZtmjAAC,ACCT-20672671,,,,Address,35.1532,-90.0646,,,,,447,65,2A3,,657,1161,60,68,Low-Medium,(400) 841-7372,,,,,,,Relational,,,,,2026-05-09,Overdue,,,2026-04-11,,,,2026-08-25,,,2026-04-20,,,Onboarding,,,,,,Investment Grade,BBB,366398211,,72878901,,541512,63,,,,,,,,,,,,,,,,,,,,,Warm,,Memphis,United States,Address,35.1676,-90.0017,37205,TN,102 Birch Ln,7372,Prepackaged Software,https://cumulus-b4dced.example.com,,
BACKFILL-001am000026ZtwPAAS,ACCT-19299635,,,,Address,39.7417,-86.1628,,,,,470,67,2A4,,764,1183,69,67,Low-Medium,(896) 481-3308,,,,,,,Relational,,,,,2026-04-28,Overdue,,,2026-03-06,,,,2026-11-23,,,2026-04-20,,,Onboarding,,,,,,Investment Grade,BBB,756498129,,16301031,,211120,49,,,,,,,,,,,,,,,,,,,,,Hot,,Indianapolis,United States,Address,39.8155,-86.1736,46224,IN,12 Elm St,1311,Crude Petroleum & Natural Gas,https://cumulus-040320.example.com,,
BACKFILL-001am0000296c7eAAA,ACCT-20032740,762103,Louisville,United States,Address,38.2251,-85.8078,40200,KY,1100 Birch Ave,,370,67,3A2,Active client with diversified holdings.,608,1218,61,58,Medium,(573) 534-2795,,,,,,,Relational,,,,,2026-05-19,Overdue,,,2025-09-16,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,762103,,Investment Grade,BBB,021018472,Insurance,36496954,,541512,7,,,,,,,,,,,,,,,,,,,,,Warm,,Louisville,United States,Address,38.2644,-85.7142,40200,KY,1100 Birch Ave,7372,Prepackaged Software,https://cumulus-5643ae.example.com,,Mid-Market
BACKFILL-001am0000296c7fAAA,ACCT-09366265,539405,Long Beach,United States,Address,33.7375,-118.2013,90051,CA,1505 Pine Blvd,,446,61,3A3,Recent customer; growing wallet share.,622,1183,60,64,Low-Medium,(910) 174-2693,,,,,,,Relational,,,,,2026-05-16,Overdue,,,2026-03-13,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,539405,,Investment Grade,BBB,906641060,Retail,78683075,,523000,8,,,,,,,,,,,,,,,,,,,,,Warm,,Long Beach,United States,Address,33.7322,-118.2004,90051,CA,1505 Pine Blvd,6199,Finance Services,https://cumulus-3f1f07.example.com,,Mid-Market
BACKFILL-001am0000296c7gAAA,ACCT-17705120,283761,Charlotte,United States,Address,35.2315,-80.8346,28243,NC,731 Elm Way,,327,53,3A2,Long-tenured customer with strong banking relationship.,459,1340,42,45,Medium,(229) 547-2106,,,,,,,Relational,,,,,2026-05-19,Overdue,,,2025-12-18,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,283761,,Speculative,BB,512537925,Technology,48862303,,541512,8,,,,,,,,,,,,,,,,,,,,,Warm,,Charlotte,United States,Address,35.2558,-80.8224,28243,NC,731 Elm Way,7372,Prepackaged Software,https://cumulus-e03c8a.example.com,,Mid-Market
BACKFILL-001am0000296c7hAAA,ACCT-23499136,87543,Atlanta,United States,Address,33.7614,-84.4143,30311,GA,731 Pine Blvd,,339,53,3A2,Long-tenured customer with strong banking relationship.,558,1293,41,48,Medium,(406) 275-6425,,,,,,,Relational,,,,,2026-05-24,Overdue,,,2025-06-02,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,87543,,Speculative,BB,570434679,Hospitality,96981768,,522110,6,,,,,,,,,,,,,,,,,,,,,Warm,,Atlanta,United States,Address,33.7064,-84.3761,30311,GA,731 Pine Blvd,6020,Commercial Banks,https://cumulus-4c7d07.example.com,,Mid-Market
BACKFILL-001am0000296c7iAAA,ACCT-92222112,383504,San Diego,United States,Address,32.7212,-117.2096,90016,CA,1100 Pine Rd,,347,37,3A1,High-value relationship; quarterly review cadence.,508,1420,42,44,Medium,(939) 730-3062,,,,,,,Relational,,,,,2026-05-23,Overdue,,,2025-10-15,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,383504,,Speculative,B,551404172,Banking,38460055,,111110,3,,,,,,,,,,,,,,,,,,,,,Warm,,San Diego,United States,Address,32.7039,-117.199,90016,CA,1100 Pine Rd,0111,Wheat,https://cumulus-ceea8b.example.com,,Mid-Market
BACKFILL-001am0000296c7jAAA,ACCT-29926889,648495,Detroit,United States,Address,42.2818,-83.0392,48286,MI,1505 Sycamore Blvd,,437,47,3A3,Recent customer; growing wallet share.,667,1290,51,50,Medium,(344) 710-5963,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2025-07-24,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,648495,,Speculative,BB,347615138,Manufacturing,20650263,,541512,2,,,,,,,,,,,,,,,,,,,,,Hot,,Detroit,United States,Address,42.3141,-83.0648,48286,MI,1505 Sycamore Blvd,7372,Prepackaged Software,https://cumulus-9dd392.example.com,,Mid-Market
BACKFILL-001am0000296c7kAAA,ACCT-42140033,708648,Denver,United States,Address,39.7667,-104.9444,80232,CO,3287 Chestnut Way,,385,46,3A3,High-value relationship; quarterly review cadence.,494,1355,48,44,Medium,(516) 096-8735,,,,,,,Relational,,,,,2026-05-25,Overdue,,,2025-12-08,,,,2027-05-27,,,2026-05-12,,,Onboarding,,,,708648,,Speculative,BB,424817298,Insurance,21036800,,336111,7,,,,,,,,,,,,,,,,,,,,,Warm,,Denver,United States,Address,39.7219,-105.0322,80232,CO,3287 Chestnut Way,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-4e5eb5.example.com,,Mid-Market
HYDRATE-RT-000070,ACCT-000070,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UYkAAN.jpg,,,,,,,,,,(735) 309-3248,Excellent,Email;Text,Phone,United States,Good,768,Relational,2007-10-31,Female,Rent,Intermediate,2026-05-24,Overdue,English,5115,2026-04-06,25.42,Williams,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,738793422,Medium-Term,,2021-12-30,,,,,,M,,,,,Engineering,Female,Female,Web,Address,42.2828,-83.0127,Detroit Heights,United States,Address,42.3119,-83.0359,(958) 659-6874,48244,MI,1100 Sycamore St,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000100,ACCT-000100,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZEAA3.jpg,,,,,,,,,,(562) 791-2563,Poor,Email;Text,Email,United States,Good,756,Relational,2017-11-28,Male,Rent,Intermediate,2026-05-26,Overdue,English,0501,2025-10-13,62.51,Rodriguez,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,657162063,Medium-Term,,2010-10-20,,,,,,C,,,,,Other,Male,Male,Referral,Address,32.7519,-97.103,Arlington Hills,United States,Address,32.767,-97.1255,(316) 366-1881,77063,TX,488 Birch Blvd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000109,ACCT-000109,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZNAA3.jpg,,,,,,,,,,(612) 794-1467,Excellent,Email;Text,Email,United States,Good,755,Relational,2006-02-12,Female,Own,Beginner,2026-05-22,Overdue,English,0963,2026-04-19,86.24,Rodriguez,0.0,2026-08-25,1,,2026-05-20,Conservative,Tier 2,Onboarding,24%,625098909,Short-Term,,2003-10-22,,,,,,X,,,,,Engineering,Female,Female,Referral,Address,38.5796,-121.4553,Sacramento Park,United States,Address,38.6243,-121.4783,(291) 533-0534,90083,CA,1505 Birch Ln,she/her,Mrs,,,,,,,,,,,,,,B,
HYDRATE-RT-000111,ACCT-000111,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZPAA3.jpg,,,,,,,,,,(804) 291-0608,Excellent,Email;Text,Text,United States,Good,753,Relational,2025-11-26,Female,Own,Experienced,2026-05-22,Overdue,English,3308,2025-12-05,64.72,Jackson,0.0,2026-11-23,1,,2026-05-20,Aggressive,Tier 3,Onboarding,22%,920174729,Long-Term,,2024-08-12,,,,,,S,,,,,Operations,Female,Female,Partner,Address,32.6945,-117.1312,Los Angeles,United States,Address,34.0755,-118.2894,(285) 059-7272,90044,CA,102 Elm Ave,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000117,ACCT-000117,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZVAA3.jpg,,,,,,,,,,(376) 014-5644,Excellent,Email;Text,Email,United States,Good,759,Relational,1984-12-01,Female,Own,Intermediate,2026-05-24,Overdue,English,7204,2025-09-09,466.74,Williams,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,24%,227027506,Medium-Term,,2002-09-27,,,,,,F,,,,,Operations,Female,Female,Other,Address,38.8715,-77.0487,Washington Plaza,United States,Address,38.9023,-77.0345,(293) 660-5122,20087,DC,102 Elm Rd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000125,ACCT-000125,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZdAAN.jpg,,,,,,,,,,(532) 001-6307,Excellent,Email;Text,Phone,United States,Good,769,Relational,2021-08-09,Male,Own,Experienced,2026-05-25,Overdue,English,1296,2025-10-20,314.11,Moore,0.0,2026-11-23,0,,2026-05-20,Aggressive,Tier 3,Onboarding,22%,583405568,Long-Term,,2024-08-04,,,,,,H,,,,,Engineering,Male,Male,Referral,Address,45.5375,-122.7131,Portland Center,United States,Address,45.5451,-122.6468,(682) 306-2558,97230,OR,245 Pine Way,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000129,ACCT-000129,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZhAAN.jpg,,,,,,,,,,(823) 565-0658,Poor,Email;Text,Email,United States,Good,782,Relational,2019-01-14,Male,Other,Intermediate,2026-05-22,Overdue,English,0224,2026-01-24,155.16,Hernandez,0.0,2026-11-23,2,,2026-05-20,Moderate,Tier 3,Onboarding,22%,577106385,Medium-Term,,2012-08-24,,,,,,L,,,,,Operations,Male,Male,Other,Address,39.7769,-105.0265,Colorado Springs,United States,Address,38.825,-104.7987,(543) 436-3695,80287,CO,3287 Chestnut St,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000134,ACCT-000134,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZmAAN.jpg,,,,,,,,,,(245) 641-4293,Excellent,Email;Text,Text,United States,Good,753,Relational,2024-08-05,Female,Rent,Intermediate,2026-05-20,Overdue,English,1710,2025-07-24,28.46,Rodriguez,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,007471634,Medium-Term,,2000-02-16,,,,,,H,,,,,Marketing,Female,Female,Web,Address,47.6399,-122.3657,Spokane,United States,Address,47.6128,-122.2924,(918) 486-4471,98122,WA,488 Willow St,she/her,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000143,ACCT-000143,,,,,,,,,,https://cust360-photos.example.com/001am00002A8UZvAAN.jpg,,,,,,,,,,(246) 497-9450,Excellent,Email;Text,Mail,United States,Good,754,Relational,2026-03-30,Male,Rent,Intermediate,2026-05-25,Overdue,English,2669,2025-08-29,228.52,Brown,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,274895771,Medium-Term,,2006-11-29,,,,,,Q,,,,,Engineering,Male,Male,Referral,Address,47.6483,-122.2846,Spokane,United States,Address,47.6522,-122.3161,(633) 007-4032,98101,WA,245 Willow Way,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-WL-000002,ACCT-000002,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XjEAAV.jpg,,,,,,,,,,(600) 961-8167,Excellent,Email;Text,Text,United States,Good,781,Relational,1990-10-13,Female,Own,,2026-05-20,Overdue,English,4139,2026-03-04,1203.37,Moore,0.0,2026-07-26,0,,2026-05-20,,Tier 1,Onboarding,35%,086579366,Medium-Term,,2008-05-31,,,,,,C,,,Executive Assistant,(435) 647-5638,Operations,Female,Female,Web,Address,36.1123,-96.0269,Tulsa Heights,United States,Address,36.1379,-95.9834,(957) 882-9859,73152,OK,1505 Elm Blvd,she/her,Ms,,,,,,,,,,,,,,A,
